id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
@ju_chang,주창의 호패,주창의 호패,,hero_token,rogue,normal,,hero_ju_chang,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@ju_chi,주치의 호패,주치의 호패,,hero_token,tank,trash,,hero_ju_chi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ju_tae,주태의 호패,주태의 호패,,hero_token,ranger,rare,,hero_ju_tae,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@jin_gung,진궁의 호패,진궁의 호패,,hero_token,wizard,unique,,hero_jin_gung,,,,,999,,,100000,10000,140,5,25,120,,100000,,,,,,,,,,,,,
@jin_deung,진등의 호패,진등의 호패,,hero_token,wizard,magic,,hero_jin_deung,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@jin_rim,진림의 호패,진림의 호패,,hero_token,wizard,normal,,hero_jin_rim,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@jin_sik,진식의 호패,진식의 호패,,hero_token,ranger,trash,,hero_jin_sik,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_tae,진태의 호패,진태의 호패,,hero_token,rogue,magic,,hero_jin_tae,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@chae_mo,채모의 호패,채모의 호패,,hero_token,ranger,trash,,hero_chae_mo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@chae_yeom,채염의 호패,채염의 호패,,hero_token,wizard,magic,,hero_chae_yeom,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@chae_hwa,채화의 호패,채화의 호패,,hero_token,ranger,trash,,hero_chae_hwa,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@cho_seon,초선의 호패,초선의 호패,,hero_token,wizard,hero,,hero_cho_seon,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@chu_ssi,추씨의 호패,추씨의 호패,,hero_token,wizard,rare,,hero_chu_ssi,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@chuk_yung_bu_in,축융부인의 호패,축융부인의 호패,,hero_token,wizard,rare,,hero_chuk_yung_bu_in,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@ta_sa_dae_wang,타사대왕의 호패,타사대왕의 호패,,hero_token,wizard,trash,,hero_ta_sa_dae_wang,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@tae_sa_ja,태사자의 호패,태사자의 호패,,hero_token,ranger,hero,,hero_tae_sa_ja,,,,,999,,,50000,5000,500,10,50,240,,50000,,,,,,,,,,,,,
@ha_jin,하진의 호패,하진의 호패,,hero_token,tank,trash,,hero_ha_jin,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ha_hu_don,하후돈의 호패,하후돈의 호패,,hero_token,tank,hero,,hero_ha_hu_don,,,,,999,,,50000,5000,500,10,50,240,,50000,,,,,,,,,,,,,
@ha_hu_sang,하후상의 호패,하후상의 호패,,hero_token,tank,normal,,hero_ha_hu_sang,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@ha_hu_yeon,하후연의 호패,하후연의 호패,,hero_token,ranger,hero,,hero_ha_hu_yeon,,,,,999,,,645000,64500,100,10,50,240,,645000,,,,,,,,,,,,,
@ha_hu_eun,하후은의 호패,하후은의 호패,,hero_token,ranger,trash,,hero_ha_hu_eun,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ha_hu_pae,하후패의 호패,하후패의 호패,,hero_token,tank,normal,,hero_ha_hu_pae,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@ha_hu_hyeon,하후현의 호패,하후현의 호패,,hero_token,wizard,normal,,hero_ha_hu_hyeon,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@hak_so,학소의 호패,학소의 호패,,hero_token,ranger,rare,,hero_hak_so,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@han_dang,한당의 호패,한당의 호패,,hero_token,ranger,normal,,hero_han_dang,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@han_su,한수의 호패,한수의 호패,,hero_token,ranger,magic,,hero_han_su,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@han_ho,한호의 호패,한호의 호패,,hero_token,ranger,trash,,hero_han_ho,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@heo_yu,허유의 호패,허유의 호패,,hero_token,wizard,normal,,hero_heo_yu,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@heo_jeo,허저의 호패,허저의 호패,,hero_token,tank,unique,,hero_heo_jeo,,,,,999,,,25000,2500,250,5,25,120,,25000,,,,,,,,,,,,,
@hyeong_do_yeong,형도영의 호패,형도영의 호패,,hero_token,tank,normal,,hero_hyeong_do_yeong,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@ho_geo_a,호거아의 호패,호거아의 호패,,hero_token,tank,magic,,hero_ho_geo_a,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@hwa_ung,화웅의 호패,화웅의 호패,,hero_token,ranger,hero,,hero_hwa_ung,,,,,999,,,35000,3500,100,10,50,240,,35000,,,,,,,,,,,,,
@hwa_heum,화흠의 호패,화흠의 호패,,hero_token,wizard,trash,,hero_hwa_heum,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@hwang_gae,황개의 호패,황개의 호패,,hero_token,rogue,rare,,hero_hwang_gae,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@hwang_gwon,황권의 호패,황권의 호패,,hero_token,wizard,normal,,hero_hwang_gwon,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@hwang_wol_yeong,황월영의 호패,황월영의 호패,,hero_token,wizard,rare,,hero_hwang_wol_yeong,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@hwang_jo,황조의 호패,황조의 호패,,hero_token,ranger,magic,,hero_hwang_jo,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@hwang_chung,황충의 호패,황충의 호패,,hero_token,ranger,hero,,hero_hwang_chung,,,,,999,,,645000,64500,100,10,50,240,,645000,,,,,,,,,,,,,
@hu_seong,후성의 호패,후성의 호패,,hero_token,ranger,normal,,hero_hu_seong,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@yu_byeok,유벽의 호패,유벽의 호패,,hero_token,ranger,normal,,hero_yu_byeok,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@jang_yeon,장연의 호패,장연의 호패,,hero_token,tank,normal,,hero_jang_yeon,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@han_seom,한섬의 호패,한섬의 호패,,hero_token,ranger,trash,,hero_han_seom,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@byeon_hui,변희의 호패,변희의 호패,,hero_token,wizard,trash,,hero_byeon_hui,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_man_seong,장만성의 호패,장만성의 호패,,hero_token,rogue,trash,,hero_jang_man_seong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@geum_seon,금선의 호패,금선의 호패,,hero_token,paladin,normal,,hero_geum_seon,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@gong_ji,공지의 호패,공지의 호패,,hero_token,ranger,trash,,hero_gong_ji,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@geum_ui,금의의 호패,금의의 호패,,hero_token,wizard,trash,,hero_geum_ui,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@han_hyeon,한현의 호패,한현의 호패,,hero_token,paladin,normal,,hero_han_hyeon,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@jo_beom,조범의 호패,조범의 호패,,hero_token,paladin,normal,,hero_jo_beom,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@beon_ssi,번씨의 호패,번씨의 호패,,hero_token,wizard,rare,,hero_beon_ssi,,,,,999,,,35000,3500,100,3,10,48,,35000,,,,,,,,,,,,,
@po_ryung,포륭의 호패,포륭의 호패,,hero_token,rogue,trash,,hero_po_ryung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_eung,진응의 호패,진응의 호패,,hero_token,rogue,trash,,hero_jin_eung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_do,유도의 호패,유도의 호패,,hero_token,paladin,normal,,hero_yu_do,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@yu_hyeon,유현의 호패,유현의 호패,,hero_token,rogue,trash,,hero_yu_hyeon,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yeom_sang,염상의 호패,염상의 호패,,hero_token,wizard,normal,,hero_yeom_sang,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@yang_hong,양홍의 호패,양홍의 호패,,hero_token,wizard,normal,,hero_yang_hong,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@i_pung,이풍의 호패,이풍의 호패,,hero_token,ranger,trash,,hero_i_pung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@gong_son_beom,공손범의 호패,공손범의 호패,,hero_token,wizard,trash,,hero_gong_son_beom,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@gong_son_sok,공손속의 호패,공손속의 호패,,hero_token,tank,trash,,hero_gong_son_sok,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ma_wan,마완의 호패,마완의 호패,,hero_token,tank,trash,,hero_ma_wan,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yeom_haeng,염행의 호패,염행의 호패,,hero_token,rogue,normal,,hero_yeom_haeng,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@yang_heung,양흥의 호패,양흥의 호패,,hero_token,wizard,trash,,hero_yang_heung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@seong_gong_yeong,성공영의 호패,성공영의 호패,,hero_token,ranger,trash,,hero_seong_gong_yeong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_ban,유반의 호패,유반의 호패,,hero_token,tank,trash,,hero_yu_ban,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@wang_wi,왕위의 호패,왕위의 호패,,hero_token,tank,trash,,hero_wang_wi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@go_seung,고승의 호패,고승의 호패,,hero_token,tank,trash,,hero_go_seung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@pa_jae,파재의 호패,파재의 호패,,hero_token,tank,trash,,hero_pa_jae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jo_hong2,조홍의 호패,조홍의 호패,,hero_token,rogue,trash,,hero_jo_hong2,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@deung_mu,등무의 호패,등무의 호패,,hero_token,ranger,trash,,hero_deung_mu,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@son_jung,손중의 호패,손중의 호패,,hero_token,ranger,trash,,hero_son_jung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@han_chung,한충의 호패,한충의 호패,,hero_token,wizard,trash,,hero_han_chung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ma_won_ui,마원의의 호패,마원의의 호패,,hero_token,wizard,trash,,hero_ma_won_ui,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@baek_yo,백요의 호패,백요의 호패,,hero_token,tank,trash,,hero_baek_yo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@wu_dok,우독의 호패,우독의 호패,,hero_token,tank,trash,,hero_wu_dok,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@hyo_go,효고의 호패,효고의 호패,,hero_token,tank,trash,,hero_hyo_go,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@eo_bu_ra,어부라의 호패,어부라의 호패,,hero_token,tank,trash,,hero_eo_bu_ra,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yuk_gang,육강의 호패,육강의 호패,,hero_token,tank,trash,,hero_yuk_gang,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_young,장영의 호패,장영의 호패,,hero_token,tank,trash,,hero_jang_young,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_hoeng,진횡의 호패,진횡의 호패,,hero_token,tank,trash,,hero_jin_hoeng,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jak_yung,작융의 호패,작융의 호패,,hero_token,tank,trash,,hero_jak_yung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@seol_lae,설례의 호패,설례의 호패,,hero_token,tank,trash,,hero_seol_lae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@bun_nung,번능의 호패,번능의 호패,,hero_token,tank,trash,,hero_bun_nung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@u_mi,우미의 호패,우미의 호패,,hero_token,wizard,trash,,hero_u_mi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@you_yo,유요의 호패,유요의 호패,,hero_token,wizard,trash,,hero_you_yo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@eom_yeo,엄여의 호패,엄여의 호패,,hero_token,tank,trash,,hero_eom_yeo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ju_heon,주흔의 호패,주흔의 호패,,hero_token,tank,trash,,hero_ju_heon,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@i_mong,이몽의 호패,이몽의 호패,,hero_token,tank,trash,,hero_i_mong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@wang_bang,왕방의 호패,왕방의 호패,,hero_token,rogue,trash,,hero_wang_bang,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@choi_yong,최용의 호패,최용의 호패,,hero_token,ranger,trash,,hero_choi_yong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_jae,장제의 호패,장제의 호패,,hero_token,tank,trash,,hero_jang_jae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@beon_jo,번조의 호패,번조의 호패,,hero_token,rogue,trash,,hero_beon_jo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@i_rak,이락의 호패,이락의 호패,,hero_token,tank,trash,,hero_i_rak,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ho_jae,호재의 호패,호재의 호패,,hero_token,rogue,trash,,hero_ho_jae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@noe_bak,뇌박의 호패,뇌박의 호패,,hero_token,tank,trash,,hero_noe_bak,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_ran,진란의 호패,진란의 호패,,hero_token,rogue,trash,,hero_jin_ran,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_pae,장패의 호패,장패의 호패,,hero_token,tank,trash,,hero_jang_pae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yang_bong,양봉의 호패,양봉의 호패,,hero_token,rogue,trash,,hero_yang_bong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@gyo_yu,교유의 호패,교유의 호패,,hero_token,rogue,trash,,hero_gyo_yu,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_hun,장훈의 호패,장훈의 호패,,hero_token,wizard,trash,,hero_jang_hun,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@cha_ju,차주의 호패,차주의 호패,,hero_token,rogue,trash,,hero_cha_ju,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_dae,유대의 호패,유대의 호패,,hero_token,tank,trash,,hero_yu_dae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@wang_chung,왕충의 호패,왕충의 호패,,hero_token,rogue,trash,,hero_wang_chung,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@sa_hwan,사환의 호패,사환의 호패,,hero_token,rogue,trash,,hero_sa_hwan,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@hu_nae,후내의 호패,후내의 호패,,hero_token,tank,trash,,hero_hu_nae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jo_seo,조서의 호패,조서의 호패,,hero_token,rogue,trash,,hero_jo_seo,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@i_chu,이추의 호패,이추의 호패,,hero_token,ranger,trash,,hero_i_chu,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@seong_ryum,성렴의 호패,성렴의 호패,,hero_token,rogue,trash,,hero_seong_ryum,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@han_maeng,한맹의 호패,한맹의 호패,,hero_token,ranger,trash,,hero_han_maeng,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_gi,장기의 호패,장기의 호패,,hero_token,tank,trash,,hero_jang_gi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@mok_won_jin,목원진의 호패,목원진의 호패,,hero_token,rogue,trash,,hero_mok_won_jin,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@han_geo_ja,한거자의 호패,한거자의 호패,,hero_token,ranger,trash,,hero_han_geo_ja,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yeo_yi_hwang,여위황의 호패,여위황의 호패,,hero_token,rogue,trash,,hero_yeo_yi_hwang,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@won_dam,원담의 호패,원담의 호패,,hero_token,tank,trash,,hero_won_dam,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@go_gan,고간의 호패,고간의 호패,,hero_token,rogue,trash,,hero_go_gan,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@gwak_won,곽원의 호패,곽원의 호패,,hero_token,tank,trash,,hero_gwak_won,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@chuk_oh,축오의 호패,축오의 호패,,hero_token,rogue,trash,,hero_chuk_oh,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ma_yeon,마연의 호패,마연의 호패,,hero_token,tank,trash,,hero_ma_yeon,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_oe,장의의 호패,장의의 호패,,hero_token,rogue,trash,,hero_jang_oe,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yun_hae,윤해의 호패,윤해의 호패,,hero_token,ranger,trash,,hero_yun_hae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jeo_heok,저흑의 호패,저흑의 호패,,hero_token,rogue,trash,,hero_jeo_heok,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_hun,유훈의 호패,유훈의 호패,,hero_token,wizard,trash,,hero_yu_hun,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_hae,유해의 호패,유해의 호패,,hero_token,rogue,trash,,hero_yu_hae,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@heo_geon,허건의 호패,허건의 호패,,hero_token,rogue,trash,,hero_heo_geon,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jang_da,장다의 호패,장다의 호패,,hero_token,tank,trash,,hero_jang_da,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@yu_ho,유호의 호패,유호의 호패,,hero_token,wizard,trash,,hero_yu_ho,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@deung_ryong,등룡의 호패,등룡의 호패,,hero_token,rogue,trash,,hero_deung_ryong,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_chwi,진취의 호패,진취의 호패,,hero_token,tank,trash,,hero_jin_chwi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@chae_yang,채양의 호패,채양의 호패,,hero_token,ranger,trash,,hero_chae_yang,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jin_gi,진기의 호패,진기의 호패,,hero_token,rogue,trash,,hero_jin_gi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@ak_chwi,악취의 호패,악취의 호패,,hero_token,rogue,trash,,hero_ak_chwi,,,,,999,,,1000,100,10,1,1,5,,1000,,,,,,,,,,,,,
@jwa_ja,좌자의 호패,좌자의 호패,,hero_token,wizard,magic,,hero_jwa_ja,,,,,999,,,2500,250,25,1,2,12,,2500,,,,,,,,,,,,,
@woo_gil,우길의 호패,우길의 호패,,hero_token,wizard,magic,,hero_woo_gil,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@yeo_ryeong_gi,여령기의 호패,여령기의 호패,,hero_token,tank,unique,,hero_yeo_ryeong_gi,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@seo_hwa,서화의 호패,서화의 호패,,hero_token,wizard,unique,,hero_seo_hwa,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@hwang_so,황소의 호패,황소의 호패,,hero_token,tank,unique,,hero_hwang_so,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@ha_man,하만의 호패,하만의 호패,,hero_token,rogue,unique,,hero_ha_man,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@ha_ui,하의의 호패,하의의 호패,,hero_token,ranger,unique,,hero_ha_ui,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@ju_yeon,주연의 호패,주연의 호패,,hero_token,tank,unique,,hero_ju_yeon,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@hwa_ta,화타의 호패,화타의 호패,,hero_token,wizard,unique,,hero_hwa_ta,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@no_sik,노식의 호패,노식의 호패,,hero_token,wizard,unique,,hero_no_sik,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@jang_chun_hwa,장춘화의 호패,장춘화의 호패,,hero_token,wizard,unique,,hero_jang_chun_hwa,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@jang_sung_chae,장성채의 호패,장성채의 호패,,hero_token,wizard,unique,,hero_jang_sung_chae,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@jeon_jong,전종의 호패,전종의 호패,,hero_token,tank,unique,,hero_jeon_jong,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@nam_hwa_no_seon,남화노선의 호패,남화노선의 호패,,hero_token,wizard,magic,,hero_nam_hwa_no_seon,,,,,999,,,5000,500,50,1,5,24,,5000,,,,,,,,,,,,,
@dap_don,답돈의 호패,답돈의 호패,,hero_token,ranger,unique,,hero_dap_don,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@mun_heum,문흠의 호패,문흠의 호패,,hero_token,rogue,unique,,hero_mun_heum,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@ga_bi_neung,가비능의 호패,가비능의 호패,,hero_token,tank,unique,,hero_ga_bi_neung,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@yu_hyup,유협의 호패,유협의 호패,,hero_token,paladin,unique,,hero_yu_hyup,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@oh_ban,오반의 호패,오반의 호패,,hero_token,rogue,unique,,hero_oh_ban,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@gwak_jun,곽준의 호패,곽준의 호패,,hero_token,ranger,unique,,hero_gwak_jun,,,,,999,,,100000,10000,140,3,10,48,,10000,,,,,,,,,,,,,
@sa_ma_jun,사마준의 호패,사마준의 호패,,hero_token,ranger,unique,,hero_sa_ma_jun,,,,,999,,,100000,10000,140,3,10,48,,10000,,,,,,,,,,,,,
@ju_hwan,주환의 호패,주환의 호패,,hero_token,ranger,unique,,hero_ju_hwan,,,,,999,,,100000,10000,140,3,10,48,,10000,,,,,,,,,,,,,
@son_hwan,손환의 호패,손환의 호패,,hero_token,rogue,unique,,hero_son_hwan,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@ha_tae_hu,하태후의 호패,하태후의 호패,,hero_token,rogue,unique,,hero_ha_tae_hu,,,,,999,,,100000,10000,140,3,10,48,,10000,,,,,,,,,,,,,
@dok_bal_su_gi_neung,독발수기능의 호패,독발수기능의 호패,,hero_token,rogue,unique,,hero_dok_bal_su_gi_neung,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@gyeon_hwang_hu,견황후의 호패,견황후의 호패,,hero_token,ranger,unique,,hero_gyeon_hui,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@na_heon,나헌의 호패,나헌의 호패,,hero_token,ranger,unique,,hero_na_heon,,,,,999,,,100000,10000,140,3,10,48,,10000,,,,,,,,,,,,,
@do_hwang,도황의 호패,도황의 호패,,hero_token,ranger,unique,,hero_do_hwang,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@seo_young,서영의 호패,서영의 호패,,hero_token,tank,unique,,hero_seo_young,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@yu_sim,유심의 호패,유심의 호패,,hero_token,paladin,unique,,hero_yu_sim,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@son_no_ban,손노반의 호패,손노반의 호패,,hero_token,paladin,unique,,hero_son_no_ban,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
@jang_yang,장양의 호패,장양의 호패,,hero_token,ranger,unique,,hero_jang_yang,,,,,999,,,35000,3500,100,3,10,48,,10000,,,,,,,,,,,,,
@wang_i,왕이의 호패,왕이의 호패,,hero_token,rogue,unique,,hero_wang_i,,,,,999,,,10000,1000,100,3,10,48,,10000,,,,,,,,,,,,,
