id,parent,order,level,counter,condition,reward kingdom_point,reward exp,reward gold,reward cash,reward food,reward ladder_point,reward boss_point,reward crusade_point,reward items,google,google progress,gamecenter,option
!clear-campaign-star-elite-5-1,clear-campaign-star-elite-5,1,5,8,clear-campaign-star-elite-5,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-5-2,clear-campaign-star-elite-5,2,5,16,clear-campaign-star-elite-5,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-5-3,clear-campaign-star-elite-5,3,5,24,clear-campaign-star-elite-5,,,,200,,,,,,,,,
!clear-campaign-star-elite-6-1,clear-campaign-star-elite-6,1,5,8,clear-campaign-star-elite-6,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-6-2,clear-campaign-star-elite-6,2,5,16,clear-campaign-star-elite-6,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-6-3,clear-campaign-star-elite-6,3,5,24,clear-campaign-star-elite-6,,,,200,,,,,,,,,
!clear-campaign-star-elite-7-1,clear-campaign-star-elite-7,1,5,8,clear-campaign-star-elite-7,,,,,,,,,herottery_campaign_3 1,,,,
!clear-campaign-star-elite-7-2,clear-campaign-star-elite-7,2,5,16,clear-campaign-star-elite-7,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-7-3,clear-campaign-star-elite-7,3,5,24,clear-campaign-star-elite-7,,,,200,,,,,,,,,
!clear-campaign-star-elite-8-1,clear-campaign-star-elite-8,1,5,8,clear-campaign-star-elite-8,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-8-2,clear-campaign-star-elite-8,2,5,16,clear-campaign-star-elite-8,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-8-3,clear-campaign-star-elite-8,3,5,24,clear-campaign-star-elite-8,,,,200,,,,,,,,,
!clear-campaign-star-elite-9-1,clear-campaign-star-elite-9,1,5,8,clear-campaign-star-elite-9,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-9-2,clear-campaign-star-elite-9,2,5,16,clear-campaign-star-elite-9,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-9-3,clear-campaign-star-elite-9,3,5,24,clear-campaign-star-elite-9,,,,200,,,,,,,,,
!clear-campaign-star-elite-10-1,clear-campaign-star-elite-10,1,5,8,clear-campaign-star-elite-10,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-10-2,clear-campaign-star-elite-10,2,5,16,clear-campaign-star-elite-10,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-10-3,clear-campaign-star-elite-10,3,5,24,clear-campaign-star-elite-10,,,,200,,,,,,,,,
!clear-campaign-star-elite-11-1,clear-campaign-star-elite-11,1,5,8,clear-campaign-star-elite-11,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-11-2,clear-campaign-star-elite-11,2,5,16,clear-campaign-star-elite-11,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-11-3,clear-campaign-star-elite-11,3,5,24,clear-campaign-star-elite-11,,,,200,,,,,,,,,
!clear-campaign-star-elite-12-1,clear-campaign-star-elite-12,1,5,8,clear-campaign-star-elite-12,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-12-2,clear-campaign-star-elite-12,2,5,16,clear-campaign-star-elite-12,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-12-3,clear-campaign-star-elite-12,3,5,24,clear-campaign-star-elite-12,,,,200,,,,,,,,,
!clear-campaign-star-elite-13-1,clear-campaign-star-elite-13,1,5,8,clear-campaign-star-elite-13,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-13-2,clear-campaign-star-elite-13,2,5,16,clear-campaign-star-elite-13,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-13-3,clear-campaign-star-elite-13,3,5,24,clear-campaign-star-elite-13,,,,200,,,,,,,,,
!clear-campaign-star-elite-14-1,clear-campaign-star-elite-14,1,5,8,clear-campaign-star-elite-14,,,,,,,,,herottery_campaign_4 1,,,,
!clear-campaign-star-elite-14-2,clear-campaign-star-elite-14,2,5,16,clear-campaign-star-elite-14,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-14-3,clear-campaign-star-elite-14,3,5,24,clear-campaign-star-elite-14,,,,200,,,,,,,,,
!clear-campaign-star-elite-15-1,clear-campaign-star-elite-15,1,5,8,clear-campaign-star-elite-15,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-15-2,clear-campaign-star-elite-15,2,5,16,clear-campaign-star-elite-15,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-15-3,clear-campaign-star-elite-15,3,5,24,clear-campaign-star-elite-15,,,,200,,,,,,,,,
!clear-campaign-star-elite-16-1,clear-campaign-star-elite-16,1,5,8,clear-campaign-star-elite-16,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-16-2,clear-campaign-star-elite-16,2,5,16,clear-campaign-star-elite-16,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-16-3,clear-campaign-star-elite-16,3,5,24,clear-campaign-star-elite-16,,,,200,,,,,,,,,
!clear-campaign-star-elite-17-1,clear-campaign-star-elite-17,1,5,8,clear-campaign-star-elite-17,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-17-2,clear-campaign-star-elite-17,2,5,16,clear-campaign-star-elite-17,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-17-3,clear-campaign-star-elite-17,3,5,24,clear-campaign-star-elite-17,,,,200,,,,,,,,,
!clear-campaign-star-elite-18-1,clear-campaign-star-elite-18,1,5,8,clear-campaign-star-elite-18,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-18-2,clear-campaign-star-elite-18,2,5,16,clear-campaign-star-elite-18,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-18-3,clear-campaign-star-elite-18,3,5,24,clear-campaign-star-elite-18,,,,200,,,,,,,,,
!clear-campaign-star-elite-19-1,clear-campaign-star-elite-19,1,5,8,clear-campaign-star-elite-19,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-19-2,clear-campaign-star-elite-19,2,5,16,clear-campaign-star-elite-19,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-19-3,clear-campaign-star-elite-19,3,5,24,clear-campaign-star-elite-19,,,,200,,,,,,,,,
!clear-campaign-star-elite-20-1,clear-campaign-star-elite-20,1,5,8,clear-campaign-star-elite-20,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-20-2,clear-campaign-star-elite-20,2,5,16,clear-campaign-star-elite-20,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-20-3,clear-campaign-star-elite-20,3,5,24,clear-campaign-star-elite-20,,,,200,,,,,,,,,
!clear-campaign-star-elite-21-1,clear-campaign-star-elite-21,1,5,8,clear-campaign-star-elite-21,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-21-2,clear-campaign-star-elite-21,2,5,16,clear-campaign-star-elite-21,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-21-3,clear-campaign-star-elite-21,3,5,24,clear-campaign-star-elite-21,,,,300,,,,,,,,,
!clear-campaign-star-elite-22-1,clear-campaign-star-elite-22,1,5,8,clear-campaign-star-elite-22,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-22-2,clear-campaign-star-elite-22,2,5,16,clear-campaign-star-elite-22,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-22-3,clear-campaign-star-elite-22,3,5,24,clear-campaign-star-elite-22,,,,300,,,,,,,,,
!clear-campaign-star-elite-23-1,clear-campaign-star-elite-23,1,5,8,clear-campaign-star-elite-23,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-23-2,clear-campaign-star-elite-23,2,5,16,clear-campaign-star-elite-23,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-23-3,clear-campaign-star-elite-23,3,5,24,clear-campaign-star-elite-23,,,,300,,,,,,,,,
!clear-campaign-star-elite-24-1,clear-campaign-star-elite-24,1,5,8,clear-campaign-star-elite-24,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-24-2,clear-campaign-star-elite-24,2,5,16,clear-campaign-star-elite-24,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-24-3,clear-campaign-star-elite-24,3,5,24,clear-campaign-star-elite-24,,,,300,,,,,,,,,
!clear-campaign-star-elite-25-1,clear-campaign-star-elite-25,1,5,8,clear-campaign-star-elite-25,,,,,,,,,herottery_campaign_5 1,,,,
!clear-campaign-star-elite-25-2,clear-campaign-star-elite-25,2,5,16,clear-campaign-star-elite-25,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-25-3,clear-campaign-star-elite-25,3,5,24,clear-campaign-star-elite-25,,,,300,,,,,,,,,
!clear-campaign-star-elite-26-1,clear-campaign-star-elite-26,1,5,8,clear-campaign-star-elite-26,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-26-2,clear-campaign-star-elite-26,2,5,16,clear-campaign-star-elite-26,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-26-3,clear-campaign-star-elite-26,3,5,24,clear-campaign-star-elite-26,,,,400,,,,,,,,,
!clear-campaign-star-elite-27-1,clear-campaign-star-elite-27,1,5,8,clear-campaign-star-elite-27,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-27-2,clear-campaign-star-elite-27,2,5,16,clear-campaign-star-elite-27,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-27-3,clear-campaign-star-elite-27,3,5,24,clear-campaign-star-elite-27,,,,400,,,,,,,,,
!clear-campaign-star-elite-28-1,clear-campaign-star-elite-28,1,5,8,clear-campaign-star-elite-28,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-28-2,clear-campaign-star-elite-28,2,5,16,clear-campaign-star-elite-28,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-28-3,clear-campaign-star-elite-28,3,5,24,clear-campaign-star-elite-28,,,,400,,,,,,,,,
!clear-campaign-star-elite-29-1,clear-campaign-star-elite-29,1,5,8,clear-campaign-star-elite-29,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-29-2,clear-campaign-star-elite-29,2,5,16,clear-campaign-star-elite-29,,,,,,,,,herottery_campaign_6 1,,,,
!clear-campaign-star-elite-29-3,clear-campaign-star-elite-29,3,5,24,clear-campaign-star-elite-29,,,,400,,,,,,,,,
!win-bio-1,win-bio,1,80,30,win-biography,10,,,10,,,,,,,,,
!win-bio-2,win-bio,2,80,50,win-biography,20,,,10,,,,,,,,,
!win-bio-3,win-bio,3,80,100,win-biography,30,,,10,,,,,,,,,
!win-bio-4,win-bio,4,80,250,win-biography,40,,,10,,,,,,,,,
!win-bio-5,win-bio,5,80,500,win-biography,50,,,10,,,,,,,,,
!win-bio-6,win-bio,6,80,750,win-biography,60,,,15,,,,,,,,,
!win-bio-7,win-bio,7,80,1000,win-biography,70,,,15,,,,,,,,,
!win-bio-8,win-bio,8,80,1500,win-biography,80,,,25,,,,,,,,,
!win-bio-9,win-bio,9,80,2000,win-biography,90,,,25,,,,,,,,,
!win-bio-10,win-bio,10,80,2500,win-biography,100,,,25,,,,,,,,,
!win-bio-11,win-bio,11,80,3000,win-biography,110,,,40,,,,,,,,,
!win-bio-12,win-bio,12,80,3500,win-biography,120,,,40,,,,,,,,,
!win-bio-13,win-bio,13,80,4000,win-biography,130,,,40,,,,,,,,,
!win-bio-14,win-bio,14,80,4500,win-biography,140,,,50,,,,,,,,,
!win-bio-15,win-bio,15,80,5000,win-biography,150,,,50,,,,,,,,,
!win-bio-16,win-bio,16,80,5500,win-biography,160,,,50,,,,,,,,,
!win-bio-17,win-bio,17,80,6000,win-biography,170,,,60,,,,,,,,,
!win-bio-18,win-bio,18,80,6500,win-biography,180,,,60,,,,,,,,,
!win-bio-19,win-bio,19,80,7000,win-biography,190,,,60,,,,,,,,,
!win-bio-20,win-bio,20,80,7500,win-biography,200,,,75,,,,,,,,,
!win-bio-21,win-bio,21,80,8000,win-biography,210,,,75,,,,,,,,,
!win-bio-22,win-bio,22,80,8500,win-biography,220,,,75,,,,,,,,,
!win-bio-23,win-bio,23,80,9000,win-biography,230,,,100,,,,,,,,,
!win-bio-24,win-bio,24,80,9500,win-biography,240,,,100,,,,,,,,,
!win-bio-25,win-bio,25,80,10000,win-biography,250,,,100,,,,,,,,,
!win-bio-26,win-bio,26,80,12000,win-biography,260,,,110,,,,,,,,,
!win-bio-27,win-bio,27,80,14000,win-biography,270,,,120,,,,,,,,,
!win-bio-28,win-bio,28,80,16000,win-biography,280,,,135,,,,,,,,,
!win-bio-29,win-bio,29,80,18000,win-biography,290,,,160,,,,,,,,,
!win-bio-30,win-bio,30,80,20000,win-biography,300,,,185,,,,,,,,,
!win-bio-31,win-bio,31,80,22000,win-biography,310,,,210,,,,,,,,,
!win-bio-32,win-bio,32,80,24000,win-biography,320,,,220,,,,,,,,,
!win-bio-33,win-bio,33,80,26000,win-biography,330,,,230,,,,,,,,,
!win-bio-34,win-bio,34,80,28000,win-biography,340,,,240,,,,,,,,,
!win-bio-35,win-bio,35,80,30000,win-biography,350,,,260,,,,,,,,,
!clear-bio-1,clear-bio,1,80,1,clear-biography-b1,10,,,100,,,,,,,,,
!clear-bio-2,clear-bio,2,80,2,clear-biography-b2,20,,,100,,,,,,,,,
!clear-bio-3,clear-bio,3,80,3,clear-biography-b3,30,,,100,,,,,,,,,
!clear-bio-4,clear-bio,4,80,4,clear-biography-b4,40,,,100,,,,,,,,,
!clear-bio-5,clear-bio,5,80,5,clear-biography-b5,50,,,100,,,,,,,,,
!clear-bio-6,clear-bio,6,80,6,clear-biography-b6,60,,,100,,,,,,,,,
!clear-bio-7,clear-bio,7,80,7,clear-biography-b7,70,,,100,,,,,,,,,
!perfect-bio-1,perfect-bio,1,80,1,perfect-biography-b1,10,,,800,,,,,,,,,
!perfect-bio-2,perfect-bio,2,80,2,perfect-biography-b2,20,,,300,,,,,,,,,
!perfect-bio-3,perfect-bio,3,80,3,perfect-biography-b3,30,,,500,,,,,,,,,
!perfect-bio-4,perfect-bio,4,80,4,perfect-biography-b4,40,,,800,,,,,,,,,
!perfect-bio-5,perfect-bio,5,80,5,perfect-biography-b5,50,,,400,,,,,,,,,
!perfect-bio-6,perfect-bio,6,80,6,perfect-biography-b6,60,,,800,,,,,,,,,
!perfect-bio-7,perfect-bio,7,80,7,perfect-biography-b7,70,,,700,,,,,,,,,
!win-trial-1,win-trial,1,80,10,win-trial,10,,,10,,,,,,,,,
!win-trial-2,win-trial,2,80,30,win-trial,20,,,20,,,,,,,,,
!win-trial-3,win-trial,3,80,50,win-trial,30,,,30,,,,,,,,,
!win-trial-4,win-trial,4,80,70,win-trial,40,,,40,,,,,,,,,
!win-trial-5,win-trial,5,80,100,win-trial,50,,,50,,,,,,,,,
!win-trial-6,win-trial,6,80,150,win-trial,60,,,60,,,,,,,,,
!win-trial-7,win-trial,7,80,200,win-trial,70,,,70,,,,,,,,,
!win-trial-8,win-trial,8,80,250,win-trial,80,,,80,,,,,,,,,
!win-trial-9,win-trial,9,80,300,win-trial,90,,,90,,,,,,,,,
!win-trial-10,win-trial,10,80,350,win-trial,100,,,100,,,,,,,,,
!win-trial-11,win-trial,11,80,400,win-trial,110,,,100,,,,,,,,,
!win-trial-12,win-trial,12,80,450,win-trial,120,,,100,,,,,,,,,
!win-trial-13,win-trial,13,80,500,win-trial,130,,,100,,,,,,,,,
!win-trial-14,win-trial,14,80,600,win-trial,140,,,130,,,,,,,,,
!win-trial-15,win-trial,15,80,700,win-trial,150,,,130,,,,,,,,,
!win-trial-16,win-trial,16,80,800,win-trial,160,,,130,,,,,,,,,
!win-trial-17,win-trial,17,80,900,win-trial,170,,,130,,,,,,,,,
!win-trial-18,win-trial,18,80,1000,win-trial,180,,,130,,,,,,,,,
!win-trial-19,win-trial,19,80,1200,win-trial,190,,,150,,,,,,,,,
!win-trial-20,win-trial,20,80,1400,win-trial,200,,,150,,,,,,,,,
!win-trial-21,win-trial,21,80,1600,win-trial,210,,,150,,,,,,,,,
!win-trial-22,win-trial,22,80,1800,win-trial,220,,,150,,,,,,,,,
!win-trial-23,win-trial,23,80,2000,win-trial,230,,,170,,,,,,,,,
!win-trial-24,win-trial,24,80,2200,win-trial,240,,,180,,,,,,,,,
!win-trial-25,win-trial,25,80,2400,win-trial,250,,,190,,,,,,,,,
!win-trial-26,win-trial,26,80,2600,win-trial,260,,,200,,,,,,,,,
!win-trial-27,win-trial,27,80,2800,win-trial,270,,,200,,,,,,,,,
!enchant-rune-1,enchant-rune,1,60,1,enchant-rune,10,,,10,,,,,,,,,
!enchant-rune-2,enchant-rune,2,60,20,enchant-rune,20,,,20,,,,,,,,,
!enchant-rune-3,enchant-rune,3,60,60,enchant-rune,30,,,30,,,,,,,,,
!enchant-rune-4,enchant-rune,4,60,120,enchant-rune,40,,,40,,,,,,,,,
!enchant-rune-5,enchant-rune,5,60,200,enchant-rune,50,,,50,,,,,,,,,
!enchant-rune-6,enchant-rune,6,60,300,enchant-rune,60,,,60,,,,,,,,,
!enchant-rune-7,enchant-rune,7,60,420,enchant-rune,70,,,70,,,,,,,,,
!enchant-rune-8,enchant-rune,8,60,580,enchant-rune,80,,,80,,,,,,,,,
!enchant-rune-9,enchant-rune,9,60,780,enchant-rune,90,,,90,,,,,,,,,
!enchant-rune-10,enchant-rune,10,60,1020,enchant-rune,100,,,100,,,,,,,,,
!enchant-rune-11,enchant-rune,11,60,1300,enchant-rune,110,,,120,,,,,,,,,
!enchant-rune-12,enchant-rune,12,60,1640,enchant-rune,120,,,140,,,,,,,,,
!enchant-rune-13,enchant-rune,13,60,2040,enchant-rune,130,,,160,,,,,,,,,
!enchant-rune-14,enchant-rune,14,60,2500,enchant-rune,140,,,180,,,,,,,,,
!enchant-rune-15,enchant-rune,15,60,3020,enchant-rune,150,,,200,,,,,,,,,
!enchant-rune-16,enchant-rune,16,60,3620,enchant-rune,160,,,220,,,,,,,,,
!enchant-rune-17,enchant-rune,17,60,4300,enchant-rune,170,,,240,,,,,,,,,
!enchant-rune-18,enchant-rune,18,60,5060,enchant-rune,180,,,260,,,,,,,,,
!enchant-rune-19,enchant-rune,19,60,5900,enchant-rune,190,,,280,,,,,,,,,
!enchant-rune-20,enchant-rune,20,60,6820,enchant-rune,200,,,300,,,,,,,,,
!enchant-rune-21,enchant-rune,21,60,7820,enchant-rune,210,,,320,,,,,,,,,
!enchant-rune-22,enchant-rune,22,60,8940,enchant-rune,220,,,350,,,,,,,,,
!enchant-rune-23,enchant-rune,23,60,10180,enchant-rune,230,,,450,,,,,,,,,
!enchant-rune-24,enchant-rune,24,60,11540,enchant-rune,240,,,600,,,,,,,,,
!enchant-rune-25,enchant-rune,25,60,13020,enchant-rune,250,,,750,,,,,,,,,
!enchant-rune-26,enchant-rune,26,60,14660,enchant-rune,260,,,850,,,,,,,,,
!enchant-rune-27,enchant-rune,27,60,16460,enchant-rune,270,,,600,,,,,,,,,
!enchant-rune-28,enchant-rune,28,60,18420,enchant-rune,280,,,700,,,,,,,,,
!enchant-rune-29,enchant-rune,29,60,20540,enchant-rune,290,,,800,,,,,,,,,
!enchant-rune-30,enchant-rune,30,60,22820,enchant-rune,300,,,900,,,,,,,,,
